,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Germany,Spain,Exited,Tahmin,date0,date,Year1,Month1,Day1
506,633,1,63,4,114552.6,1,1,0,73856.28,0,1,1,0,2016-04-27,2022-05-12,2022,05,12
507,479,1,35,4,125920.98,1,1,1,20393.44,0,1,0,0,2018-04-04,2022-05-12,2022,05,12
508,589,0,50,5,144895.05,2,1,1,34941.23,1,0,0,0,2018-03-08,2022-05-12,2022,05,12
509,713,1,40,3,114446.84,2,1,1,87308.18,1,0,0,0,2018-10-18,2022-05-12,2022,05,12
510,573,0,23,2,0.0,1,1,0,122964.18,0,0,0,0,2015-11-23,2022-05-12,2022,05,12
511,802,1,41,6,0.0,2,1,0,47322.05,0,1,0,0,2011-06-22,2022-05-13,2022,05,13
512,675,1,69,1,0.0,2,1,0,157097.09,0,0,0,0,2014-03-24,2022-05-13,2022,05,13
513,682,1,28,10,200724.96,1,0,1,82872.64,0,0,1,0,2018-04-03,2022-05-13,2022,05,13
514,796,1,30,2,137262.71,2,1,0,62905.29,0,0,0,0,2010-04-01,2022-05-13,2022,05,13
515,761,1,37,7,132730.17,1,1,0,199293.01,0,1,0,0,2010-12-20,2022-05-13,2022,05,13
516,636,0,28,2,115265.14,1,0,0,191627.85,1,0,0,0,2017-06-08,2022-05-16,2022,05,16
517,756,1,28,8,179960.2,1,1,0,89938.08,0,0,0,0,2014-12-18,2022-05-16,2022,05,16
518,808,0,37,2,100431.84,1,1,0,35140.49,1,0,1,0,2016-05-27,2022-05-16,2022,05,16
519,597,1,24,0,108058.07,2,1,1,187826.11,0,1,0,0,2011-10-31,2022-05-16,2022,05,16
520,662,1,32,9,0.0,2,0,0,65089.38,0,0,0,0,2016-01-15,2022-05-16,2022,05,16
521,493,1,38,3,134006.77,1,1,0,89578.32,0,0,0,0,2014-12-23,2022-05-16,2022,05,16
522,729,1,32,6,93694.42,1,1,1,79919.13,0,0,0,0,2016-08-04,2022-05-16,2022,05,16
523,660,1,30,4,0.0,2,1,0,129149.06,0,1,0,0,2012-03-27,2022-05-16,2022,05,16
524,469,0,31,6,0.0,1,1,0,146213.75,0,1,1,0,2014-02-19,2022-05-16,2022,05,16
525,693,0,39,4,0.0,2,0,1,142331.39,0,0,0,0,2010-02-04,2022-05-17,2022,05,17
526,547,1,50,3,81290.02,3,0,1,177747.03,1,0,1,0,2018-08-06,2022-05-17,2022,05,17
527,679,0,28,9,0.0,2,0,1,61761.77,0,1,0,0,2012-09-13,2022-05-17,2022,05,17
528,656,1,50,7,0.0,2,0,1,72143.44,0,0,0,0,2013-06-26,2022-05-17,2022,05,17
529,752,1,39,3,0.0,1,1,0,188187.05,0,0,0,0,2017-11-09,2022-05-17,2022,05,17
530,787,0,85,10,0.0,2,1,1,116537.96,0,0,0,0,2012-06-15,2022-05-17,2022,05,17
531,615,1,41,1,126773.43,1,1,1,55551.26,0,1,0,0,2014-03-21,2022-05-17,2022,05,17
532,771,1,32,5,62321.62,1,1,1,40920.59,0,0,0,0,2014-11-27,2022-05-17,2022,05,17
533,688,1,26,0,0.0,2,1,0,105784.85,0,0,0,0,2016-08-25,2022-05-18,2022,05,18
534,796,0,40,1,99745.95,1,1,0,177524.19,1,0,0,0,2018-06-11,2022-05-18,2022,05,18
535,803,0,50,8,98173.02,1,0,0,22457.25,1,0,1,0,2012-01-23,2022-05-18,2022,05,18
536,707,1,32,9,0.0,2,1,0,126475.79,0,1,0,0,2013-07-02,2022-05-18,2022,05,18
537,713,0,38,7,144606.22,1,1,1,56594.36,1,0,1,0,2010-05-18,2022-05-18,2022,05,18
538,578,1,38,7,82259.29,1,1,0,8996.97,0,0,0,0,2016-12-02,2022-05-18,2022,05,18
539,445,0,61,2,137655.31,1,0,1,29909.84,1,0,0,1,2013-06-10,2022-05-19,2022,05,19
540,638,0,26,1,105249.76,2,1,1,23491.09,1,0,0,0,2015-12-11,2022-05-19,2022,05,19
541,477,1,34,8,139959.55,2,1,1,189875.83,1,0,0,0,2012-10-25,2022-05-20,2022,05,20
542,545,0,44,1,0.0,2,1,1,82614.89,0,1,0,0,2012-09-18,2022-05-20,2022,05,20
543,724,0,41,4,142880.28,3,0,0,185541.2,0,1,1,0,2015-03-02,2022-05-20,2022,05,20
544,850,0,45,1,121874.89,1,0,0,6865.41,1,0,1,0,2013-08-27,2022-05-20,2022,05,20
545,684,1,35,3,137179.39,1,1,1,37264.11,0,0,0,0,2017-02-14,2022-05-20,2022,05,20
546,437,1,28,2,109161.25,1,1,0,152987.42,0,1,0,0,2012-08-10,2022-05-20,2022,05,20
547,657,1,34,3,107136.6,1,1,0,153895.46,0,0,0,0,2015-10-29,2022-05-23,2022,05,23
548,841,1,32,2,117070.21,1,1,0,113482.2,1,0,0,0,2013-10-31,2022-05-23,2022,05,23
549,683,0,35,5,95698.79,1,0,1,182566.76,1,0,0,0,2018-02-13,2022-05-23,2022,05,23
550,691,1,50,6,136953.47,1,1,1,2704.98,0,0,0,0,2014-07-22,2022-05-23,2022,05,23
551,504,1,44,4,113522.64,1,1,1,12405.2,0,1,0,0,2018-06-12,2022-05-23,2022,05,23
552,649,0,50,5,155393.32,1,1,1,87351.42,1,0,1,0,2013-05-27,2022-05-24,2022,05,24
553,675,1,35,8,0.0,2,1,0,29062.25,0,1,0,0,2016-12-15,2022-05-24,2022,05,24
554,638,1,41,7,0.0,2,1,0,43889.41,0,1,0,0,2015-08-27,2022-05-24,2022,05,24
555,686,1,37,9,134560.62,1,1,0,27596.39,0,0,0,0,2011-09-05,2022-05-24,2022,05,24
556,678,0,41,1,143443.61,1,1,0,196622.28,0,0,1,0,2011-10-25,2022-05-24,2022,05,24
557,450,1,25,9,74237.2,2,0,1,195463.35,0,1,0,0,2016-12-05,2022-05-25,2022,05,25
558,705,0,55,8,0.0,2,1,1,14392.68,0,0,0,0,2013-05-15,2022-05-25,2022,05,25
559,599,0,31,3,0.0,1,1,1,130086.47,0,1,1,0,2013-12-19,2022-05-25,2022,05,25
560,758,1,26,4,155739.76,1,1,0,171552.02,0,0,0,0,2015-04-08,2022-05-25,2022,05,25
561,554,0,55,0,108477.27,1,0,1,140003.0,1,0,1,0,2010-06-11,2022-05-25,2022,05,25
562,787,0,40,6,0.0,2,1,1,84151.98,0,0,0,0,2016-05-10,2022-05-25,2022,05,25
563,633,0,34,3,123034.43,2,1,1,38315.04,0,0,0,0,2017-11-23,2022-05-25,2022,05,25
564,764,0,40,9,100480.53,1,1,0,124095.69,0,0,0,0,2011-03-09,2022-05-25,2022,05,25
565,710,1,45,9,108231.37,1,1,1,188574.08,1,0,0,0,2013-10-10,2022-05-25,2022,05,25
566,544,1,44,2,108895.93,1,0,0,69228.2,1,0,1,0,2016-08-19,2022-05-25,2022,05,25
567,624,1,35,2,0.0,2,1,0,87310.59,0,1,0,0,2012-02-22,2022-05-26,2022,05,26
568,836,1,57,4,101247.06,1,1,0,37141.62,0,1,1,0,2016-11-21,2022-05-26,2022,05,26
569,691,0,31,5,40915.55,1,1,0,126213.84,0,0,1,0,2013-08-21,2022-05-27,2022,05,27
570,515,1,40,0,109542.29,1,1,1,166370.81,0,0,0,0,2012-08-13,2022-05-27,2022,05,27
571,461,0,25,6,0.0,2,1,1,15306.29,0,1,0,0,2017-05-02,2022-05-27,2022,05,27
572,577,1,51,2,108867.0,1,0,0,140800.66,0,1,1,0,2014-11-27,2022-05-30,2022,05,30
573,526,1,35,5,0.0,2,1,1,105618.14,0,1,0,0,2016-09-29,2022-05-30,2022,05,30
574,631,1,32,10,0.0,2,0,1,196342.66,0,0,0,0,2011-11-01,2022-05-30,2022,05,30
575,785,0,38,1,0.0,1,1,0,134964.85,0,0,1,0,2012-10-01,2022-05-30,2022,05,30
576,576,1,39,1,0.0,2,1,1,68814.23,0,0,0,0,2016-06-29,2022-05-30,2022,05,30
577,629,0,39,10,0.0,2,1,1,43174.49,0,0,1,0,2015-11-30,2022-05-30,2022,05,30
578,754,1,39,7,157691.98,2,1,0,133600.89,0,1,1,0,2012-01-02,2022-05-30,2022,05,30
579,616,1,46,2,0.0,2,1,0,137136.46,0,0,0,0,2018-05-08,2022-05-30,2022,05,30
580,683,0,33,9,0.0,2,1,1,38784.42,0,0,0,0,2010-06-10,2022-05-31,2022,05,31
581,779,1,71,3,0.0,2,1,1,146895.36,0,0,1,0,2013-06-07,2022-05-31,2022,05,31
582,768,1,37,9,108308.11,1,1,0,41788.25,1,0,1,0,2012-12-04,2022-05-31,2022,05,31
583,584,1,33,3,88311.48,2,1,1,177651.38,1,0,0,0,2012-04-13,2022-05-31,2022,05,31
584,734,1,39,6,0.0,1,1,1,95135.27,0,1,0,0,2013-06-24,2022-05-31,2022,05,31
585,669,0,38,8,0.0,2,1,0,84049.16,0,0,0,0,2012-03-05,2022-06-01,2022,06,01
586,534,0,53,7,0.0,2,1,1,80619.17,0,0,0,0,2016-10-31,2022-06-01,2022,06,01
587,462,0,24,9,69881.09,2,0,1,64421.02,1,0,0,0,2015-05-19,2022-06-01,2022,06,01
588,634,0,45,2,0.0,4,1,0,101039.53,0,0,1,0,2017-01-11,2022-06-01,2022,06,01
589,850,1,20,7,0.0,2,1,0,31288.77,0,0,0,0,2018-08-13,2022-06-01,2022,06,01
590,642,0,30,5,129753.69,1,1,0,582.53,1,0,0,0,2012-05-14,2022-06-01,2022,06,01
591,758,1,41,10,79857.64,1,1,1,78088.17,1,0,0,0,2015-06-25,2022-06-02,2022,06,02
592,685,0,42,2,0.0,2,0,0,199992.48,0,1,0,0,2012-06-07,2022-06-02,2022,06,02
593,775,0,30,10,191091.74,2,1,1,96170.38,0,0,0,0,2010-05-10,2022-06-02,2022,06,02
594,564,1,40,7,108407.34,1,1,1,83681.2,1,0,0,0,2016-10-10,2022-06-02,2022,06,02
595,670,1,43,9,111677.88,1,1,0,178827.3,1,0,1,0,2013-07-04,2022-06-02,2022,06,02
596,832,1,29,8,93833.86,1,0,1,10417.87,0,1,0,0,2011-11-01,2022-06-03,2022,06,03
597,619,0,42,2,0.0,1,1,1,101348.88,0,0,1,0,2010-09-10,2022-06-03,2022,06,03
598,607,1,45,7,123859.6,1,0,1,113051.57,0,0,0,0,2018-05-02,2022-06-03,2022,06,03
599,721,1,51,0,169312.13,1,1,0,109078.35,0,1,1,0,2015-12-28,2022-06-03,2022,06,03
600,582,1,39,5,0.0,2,1,1,129892.93,0,0,0,0,2015-10-16,2022-06-03,2022,06,03
601,688,0,46,3,0.0,2,0,1,104902.68,0,1,0,0,2010-01-26,2022-06-03,2022,06,03
602,445,1,64,2,136770.67,1,0,1,43678.06,0,0,0,1,2017-03-03,2022-06-06,2022,06,06
603,756,0,24,1,0.0,2,1,0,184182.25,0,0,0,0,2010-10-18,2022-06-06,2022,06,06
604,697,0,37,7,168066.87,1,1,0,35450.53,0,1,0,0,2017-03-10,2022-06-06,2022,06,06
605,711,1,38,3,0.0,2,1,0,68487.51,0,0,0,0,2012-03-07,2022-06-06,2022,06,06
606,618,1,39,2,91068.56,1,1,0,26578.69,0,0,0,0,2015-02-19,2022-06-07,2022,06,07
607,726,0,53,1,113537.73,1,0,1,28367.21,0,0,0,0,2010-01-01,2022-06-07,2022,06,07
608,639,1,38,9,130233.14,1,1,1,81861.1,0,1,0,0,2013-08-28,2022-06-07,2022,06,07
609,639,0,46,10,110031.09,2,1,1,133995.59,1,0,0,0,2017-02-23,2022-06-07,2022,06,07
610,657,0,41,6,112119.48,1,1,0,17536.82,0,1,0,0,2016-01-18,2022-06-08,2022,06,08
611,717,0,35,5,103214.71,1,1,0,172172.7,1,0,0,0,2010-04-27,2022-06-08,2022,06,08
612,795,0,33,9,130862.43,1,1,1,114935.21,1,0,0,0,2011-10-27,2022-06-08,2022,06,08
613,604,0,34,7,0.0,2,1,0,193021.49,0,0,0,0,2014-11-18,2022-06-08,2022,06,08
614,489,1,38,8,0.0,2,0,1,196990.79,0,0,0,0,2014-11-11,2022-06-08,2022,06,08
615,850,0,31,3,51293.47,1,0,0,35534.68,1,0,0,0,2014-06-24,2022-06-08,2022,06,08
616,796,1,44,8,165326.2,1,1,1,57205.55,0,0,0,0,2010-03-09,2022-06-08,2022,06,08
617,474,1,54,3,0.0,1,1,0,108409.17,0,0,1,0,2017-03-02,2022-06-09,2022,06,09
618,507,1,42,6,0.0,2,1,0,34777.23,0,0,0,0,2018-07-16,2022-06-09,2022,06,09
619,503,1,30,10,136622.55,2,0,0,47310.24,1,0,0,0,2010-09-21,2022-06-09,2022,06,09
620,667,1,33,4,0.0,2,1,1,131834.75,0,0,0,0,2011-12-15,2022-06-09,2022,06,09
621,498,1,25,8,121702.73,1,1,1,132210.49,1,0,0,0,2012-05-24,2022-06-09,2022,06,09
622,410,1,33,6,125789.69,1,0,0,66333.56,0,0,1,0,2014-10-03,2022-06-09,2022,06,09
623,637,1,32,5,0.0,1,0,0,148769.08,0,0,0,0,2017-04-03,2022-06-10,2022,06,10
624,666,0,34,9,115897.12,1,1,1,25095.03,0,0,0,0,2014-05-15,2022-06-10,2022,06,10
625,778,0,48,3,102290.56,2,1,0,182691.31,1,0,0,0,2010-12-03,2022-06-13,2022,06,13
626,642,1,30,8,80964.57,2,1,0,174738.2,0,0,0,0,2017-10-26,2022-06-13,2022,06,13
627,784,1,48,7,0.0,2,1,1,182609.97,0,1,0,0,2012-06-19,2022-06-13,2022,06,13
628,653,0,46,5,0.0,2,1,0,49707.85,0,0,0,0,2012-07-11,2022-06-13,2022,06,13
629,585,0,44,4,0.0,2,0,1,101728.46,0,1,0,0,2015-09-30,2022-06-13,2022,06,13
630,652,0,40,1,0.0,2,1,0,126554.96,0,0,0,0,2018-09-19,2022-06-13,2022,06,13
631,633,1,33,4,137847.41,2,1,0,98349.13,0,1,0,0,2011-08-03,2022-06-14,2022,06,14
632,785,0,31,2,121691.54,2,0,0,81778.72,0,1,0,0,2018-03-16,2022-06-14,2022,06,14
633,678,0,28,4,0.0,2,1,1,144423.17,0,0,1,0,2011-06-10,2022-06-14,2022,06,14
634,543,0,31,4,138317.94,1,0,0,61843.73,0,0,0,0,2016-06-09,2022-06-14,2022,06,14
635,569,1,37,9,178755.84,1,1,0,199929.17,0,0,0,0,2013-05-06,2022-06-14,2022,06,14
636,580,0,38,1,128218.47,1,1,0,125953.83,1,0,1,0,2011-05-30,2022-06-14,2022,06,14
637,584,0,29,4,0.0,2,1,0,88866.92,0,1,0,0,2013-01-28,2022-06-14,2022,06,14
638,656,0,49,9,97092.87,1,1,0,74771.22,1,0,1,0,2016-02-18,2022-06-14,2022,06,14
639,735,1,49,5,121973.28,1,1,0,148804.36,0,0,0,0,2012-11-27,2022-06-15,2022,06,15
640,531,0,36,9,99240.51,1,1,0,123137.01,0,1,0,0,2015-08-13,2022-06-15,2022,06,15
641,485,0,25,3,134467.26,1,1,1,113266.09,0,0,0,0,2014-08-29,2022-06-15,2022,06,15
642,654,1,38,8,0.0,2,1,0,88659.44,0,0,0,0,2018-08-01,2022-06-15,2022,06,15
643,761,0,26,1,0.0,2,1,1,199409.19,0,0,0,0,2011-08-03,2022-06-15,2022,06,15
644,693,0,35,5,124151.09,1,1,0,88705.14,0,0,1,0,2016-04-06,2022-06-16,2022,06,16
645,718,1,40,9,0.0,2,0,0,121537.91,0,1,0,0,2015-05-14,2022-06-16,2022,06,16
646,670,1,22,2,114991.45,1,1,1,37392.56,0,0,0,0,2012-02-09,2022-06-16,2022,06,16
647,707,0,58,3,102346.86,1,1,1,114672.64,0,0,0,0,2013-01-11,2022-06-16,2022,06,16
648,714,1,25,2,0.0,1,1,1,132979.43,0,1,0,0,2017-08-30,2022-06-16,2022,06,16
649,571,0,22,3,108117.1,1,0,1,53328.7,0,1,0,0,2015-08-13,2022-06-16,2022,06,16
650,559,1,49,2,147069.78,1,1,0,120540.83,0,0,1,0,2011-08-11,2022-06-16,2022,06,16
651,617,1,44,9,49157.09,2,1,0,53294.17,1,0,0,0,2013-07-23,2022-06-16,2022,06,16
652,799,0,52,4,161209.66,1,1,1,89081.41,0,0,0,0,2011-03-04,2022-06-17,2022,06,17
653,850,1,39,6,96863.13,1,1,1,121681.19,0,0,0,0,2013-11-11,2022-06-17,2022,06,17
654,724,0,33,9,119278.44,1,1,1,197148.24,1,0,0,0,2010-02-10,2022-06-17,2022,06,17
655,554,1,37,3,0.0,2,1,0,166177.3,0,1,0,0,2018-02-08,2022-06-17,2022,06,17
656,677,0,41,8,146720.98,2,1,1,4195.84,1,0,0,0,2013-11-04,2022-06-17,2022,06,17
657,675,0,40,8,79035.95,1,1,0,142783.98,0,1,1,0,2018-12-10,2022-06-20,2022,06,20
658,699,1,43,2,136487.86,2,1,0,82815.93,0,1,0,0,2017-11-15,2022-06-20,2022,06,20
659,695,1,52,8,103023.26,1,1,1,22485.64,1,0,0,0,2014-10-31,2022-06-20,2022,06,20
660,528,1,36,7,0.0,2,1,0,60536.56,0,1,0,0,2011-12-20,2022-06-21,2022,06,21
661,645,0,45,8,85325.93,1,0,0,22558.74,0,0,0,0,2014-06-11,2022-06-21,2022,06,21
662,521,0,40,9,134504.78,1,1,0,18082.06,1,0,0,0,2018-11-14,2022-06-21,2022,06,21
663,748,1,44,2,92911.52,1,0,1,85495.24,0,0,0,0,2011-02-11,2022-06-21,2022,06,21
664,745,1,51,3,99183.9,1,1,1,28922.25,1,0,0,0,2011-07-21,2022-06-21,2022,06,21
665,655,1,38,4,0.0,2,0,0,110527.71,0,0,0,0,2015-05-05,2022-06-21,2022,06,21
666,699,0,32,4,110559.46,1,1,1,127429.56,0,0,0,0,2014-02-12,2022-06-21,2022,06,21
667,676,1,40,8,114005.78,1,1,1,67998.45,0,0,0,0,2011-10-28,2022-06-21,2022,06,21
668,498,0,31,10,0.0,2,1,0,13892.57,0,0,0,0,2017-05-08,2022-06-22,2022,06,22
669,482,1,45,7,156353.46,1,1,0,72643.95,1,0,1,1,2010-04-09,2022-06-22,2022,06,22
670,529,1,67,8,103101.56,2,1,1,154002.02,0,0,1,1,2012-10-16,2022-06-22,2022,06,22
671,516,0,31,3,0.0,2,1,0,124202.26,0,1,0,0,2013-09-12,2022-06-22,2022,06,22
672,611,1,30,2,104145.65,1,0,0,159629.64,0,0,0,0,2017-10-30,2022-06-22,2022,06,22
673,562,0,31,9,117153.0,1,1,1,108675.01,1,0,0,0,2010-05-31,2022-06-22,2022,06,22
674,617,1,34,9,0.0,2,1,0,118749.58,0,1,0,0,2016-02-15,2022-06-23,2022,06,23
675,678,0,44,2,98009.13,2,0,1,31384.86,1,0,0,0,2015-08-12,2022-06-23,2022,06,23
676,602,1,23,7,113758.48,2,0,0,84077.6,0,0,0,0,2011-02-09,2022-06-23,2022,06,23
677,590,0,54,4,0.0,2,1,1,93820.49,0,0,1,0,2017-04-28,2022-06-23,2022,06,23
678,537,1,84,8,92242.34,1,1,1,186235.98,1,0,0,1,2012-12-04,2022-06-23,2022,06,23
679,770,0,70,9,110738.89,1,1,0,22666.77,0,0,1,0,2011-09-28,2022-06-23,2022,06,23
680,711,1,52,5,0.0,1,1,1,159808.95,0,0,0,0,2014-11-26,2022-06-23,2022,06,23
681,501,1,44,4,142051.07,2,0,1,74940.5,0,0,0,0,2016-01-28,2022-06-23,2022,06,23
682,718,1,32,8,0.0,2,1,1,41399.33,0,1,0,0,2016-07-15,2022-06-23,2022,06,23
683,607,0,32,7,0.0,3,0,1,10674.62,0,1,0,0,2011-03-22,2022-06-24,2022,06,24
684,652,0,38,1,103895.31,1,0,1,159649.44,0,1,0,0,2012-01-26,2022-06-24,2022,06,24
685,646,1,48,8,169023.33,2,1,1,175657.55,1,0,0,0,2014-09-16,2022-06-24,2022,06,24
686,549,0,37,1,130622.34,2,1,1,128499.94,1,0,0,0,2014-04-16,2022-06-24,2022,06,24
687,687,0,63,1,137715.66,1,1,1,37938.74,0,1,0,0,2017-10-02,2022-06-24,2022,06,24
688,621,1,40,10,163823.37,1,0,0,89519.47,0,0,0,0,2012-06-27,2022-06-24,2022,06,24
689,577,0,26,1,180530.51,1,0,0,123454.62,0,0,0,0,2018-08-17,2022-06-27,2022,06,27
690,678,1,29,6,0.0,2,1,0,64443.75,0,1,0,0,2015-12-03,2022-06-27,2022,06,27
691,735,1,41,7,179904.0,1,1,1,137180.95,0,0,0,0,2010-07-27,2022-06-27,2022,06,27
692,670,0,42,1,115961.58,2,0,1,29483.87,0,0,0,0,2010-01-29,2022-06-27,2022,06,27
693,807,1,47,1,95120.59,1,0,0,127875.1,0,0,0,0,2018-05-30,2022-06-27,2022,06,27
694,626,0,34,3,0.0,2,1,1,37870.29,0,0,0,0,2011-08-17,2022-06-27,2022,06,27
695,668,0,59,5,120170.07,1,0,1,50454.8,1,0,0,0,2013-10-23,2022-06-27,2022,06,27
696,573,1,33,1,160777.9,1,1,1,149536.15,0,1,0,0,2017-01-03,2022-06-28,2022,06,28
697,623,0,24,5,0.0,2,1,0,116160.04,0,0,0,0,2015-02-13,2022-06-28,2022,06,28
698,697,0,49,7,195238.29,4,0,1,131083.56,0,0,1,0,2015-12-24,2022-06-28,2022,06,28
699,729,1,34,3,152303.8,1,1,0,12128.69,0,0,0,0,2016-08-04,2022-06-28,2022,06,28
700,656,0,30,4,74323.2,1,1,1,22929.08,0,0,0,0,2016-10-10,2022-06-28,2022,06,28
701,736,0,36,8,103914.17,1,1,1,110035.88,1,0,1,0,2012-10-29,2022-06-28,2022,06,28
702,579,0,27,9,0.0,2,1,0,126838.7,0,0,0,0,2017-10-13,2022-06-29,2022,06,29
703,692,0,34,7,0.0,2,1,0,195074.62,0,0,0,0,2016-11-08,2022-06-29,2022,06,29
704,586,1,32,1,149814.54,1,1,0,31830.06,1,0,0,0,2014-11-05,2022-06-29,2022,06,29
705,481,1,40,3,0.0,1,1,1,32319.93,0,0,0,0,2011-10-06,2022-06-29,2022,06,29
706,850,1,32,4,156001.68,2,1,1,151677.31,0,0,0,0,2010-08-20,2022-06-29,2022,06,29
707,509,0,29,0,107712.57,2,1,1,92898.17,1,0,0,0,2016-12-06,2022-06-30,2022,06,30
708,797,0,29,1,0.0,2,1,1,132975.39,0,0,0,0,2014-04-22,2022-06-30,2022,06,30
709,742,0,29,4,0.0,2,1,1,180066.59,0,0,0,0,2017-02-02,2022-06-30,2022,06,30
710,634,1,52,1,0.0,2,1,1,176913.42,0,1,0,0,2018-12-12,2022-06-30,2022,06,30
711,850,0,31,1,108822.4,1,1,1,132173.31,1,0,0,0,2016-04-18,2022-06-30,2022,06,30
712,732,1,46,0,0.0,2,1,1,184350.78,0,0,0,0,2010-08-20,2022-07-01,2022,07,01
713,490,1,31,3,145260.23,1,0,1,114066.77,0,1,0,0,2010-04-19,2022-07-01,2022,07,01
714,644,1,40,8,93183.19,1,1,0,73882.49,0,0,0,0,2011-09-28,2022-07-01,2022,07,01
715,675,1,28,9,0.0,1,1,0,134110.93,0,0,0,0,2017-02-27,2022-07-04,2022,07,04
716,672,1,68,0,126061.51,2,1,1,184936.77,1,0,0,0,2018-09-19,2022-07-04,2022,07,04
717,579,1,38,8,0.0,2,0,0,91763.67,0,0,0,0,2017-03-21,2022-07-04,2022,07,04
718,739,0,36,0,0.0,2,0,0,133465.57,0,0,0,0,2015-03-17,2022-07-04,2022,07,04
719,719,0,76,10,95052.29,1,1,0,176244.87,1,0,0,0,2016-09-01,2022-07-04,2022,07,04
720,704,1,31,5,132084.66,3,1,1,54474.48,0,0,1,0,2014-09-02,2022-07-05,2022,07,05
721,466,1,26,9,105522.06,1,1,0,10842.46,0,0,0,0,2014-11-25,2022-07-05,2022,07,05
722,648,0,37,7,0.0,2,1,0,194238.92,0,0,0,0,2013-02-12,2022-07-05,2022,07,05
723,755,1,30,4,123217.66,2,0,1,144183.1,0,0,0,0,2010-02-24,2022-07-05,2022,07,05
724,699,0,41,1,200117.76,2,1,0,94142.35,1,0,0,0,2010-03-25,2022-07-05,2022,07,05
725,662,1,33,3,0.0,2,0,1,68064.83,0,1,0,0,2012-10-16,2022-07-05,2022,07,05
726,566,1,32,10,147511.26,1,1,1,159891.03,0,1,0,0,2012-08-03,2022-07-05,2022,07,05
727,627,1,44,6,153548.12,1,0,0,35300.08,0,0,1,0,2014-04-15,2022-07-05,2022,07,05
728,795,0,56,5,0.0,1,1,0,35418.69,0,1,1,0,2016-11-28,2022-07-06,2022,07,06
729,552,0,34,4,0.0,2,1,0,140286.69,0,1,0,0,2011-04-07,2022-07-06,2022,07,06
730,610,1,50,1,113957.01,2,1,0,196526.55,1,0,1,0,2013-07-10,2022-07-06,2022,07,06
731,658,0,55,8,119327.93,1,0,1,119439.66,1,0,0,0,2011-11-29,2022-07-07,2022,07,07
732,663,1,32,8,130627.66,1,1,0,47161.25,1,0,1,0,2018-09-03,2022-07-07,2022,07,07
733,698,1,37,8,0.0,2,0,0,145004.39,0,0,0,0,2011-01-03,2022-07-07,2022,07,07
734,765,1,34,5,86055.17,2,1,1,104220.5,1,0,0,0,2011-08-22,2022-07-07,2022,07,07
735,556,1,26,4,0.0,1,1,0,195167.38,0,0,0,0,2017-06-06,2022-07-07,2022,07,07
736,640,0,46,8,0.0,2,1,0,89043.19,0,1,0,0,2015-02-12,2022-07-07,2022,07,07
737,714,1,28,7,77776.39,1,1,0,177737.07,1,0,0,0,2012-10-04,2022-07-07,2022,07,07
738,706,1,18,2,176139.5,2,1,0,129654.22,0,0,0,0,2010-02-25,2022-07-07,2022,07,07
739,664,1,57,1,0.0,2,1,1,56562.57,0,0,0,0,2014-07-23,2022-07-08,2022,07,08
740,578,0,36,8,129745.1,1,1,1,143683.75,1,0,0,0,2010-03-01,2022-07-08,2022,07,08
741,682,1,48,1,138778.15,1,0,1,168840.23,0,0,0,0,2016-11-10,2022-07-08,2022,07,08
742,637,0,39,9,137843.8,1,1,1,117622.8,1,0,1,0,2017-08-14,2022-07-11,2022,07,11
743,594,1,28,0,142574.71,2,1,0,129084.82,1,0,0,0,2011-10-28,2022-07-11,2022,07,11
744,612,0,33,9,0.0,1,0,0,142797.5,0,0,1,0,2016-09-27,2022-07-11,2022,07,11
745,705,0,56,2,143249.67,1,1,0,88428.41,1,0,1,0,2017-02-06,2022-07-11,2022,07,11
746,784,1,38,10,122267.85,1,0,0,145759.93,0,1,0,0,2018-01-08,2022-07-11,2022,07,11
747,671,1,27,5,0.0,2,0,0,120893.07,0,0,0,0,2015-10-06,2022-07-11,2022,07,11
748,577,1,29,7,0.0,2,1,1,55473.15,0,0,0,0,2013-10-22,2022-07-12,2022,07,12
749,773,1,51,8,116197.65,2,1,1,86701.4,1,0,0,0,2011-06-06,2022-07-12,2022,07,12
750,573,1,35,9,0.0,2,1,0,11743.89,0,0,0,0,2013-02-12,2022-07-12,2022,07,12
751,647,0,22,3,97975.82,2,0,1,62083.0,1,0,0,0,2015-07-20,2022-07-12,2022,07,12
752,732,1,54,0,134249.7,1,0,1,13404.4,0,1,0,0,2013-10-31,2022-07-12,2022,07,12
753,639,0,31,3,98360.03,1,0,0,20973.8,0,0,0,0,2011-12-13,2022-07-12,2022,07,12
754,850,1,43,0,108508.82,3,1,0,184044.8,1,0,1,0,2018-01-19,2022-07-13,2022,07,13
755,614,0,41,3,123475.04,1,1,1,179227.52,0,0,0,0,2010-09-23,2022-07-13,2022,07,13
756,677,0,25,8,130866.19,1,1,0,42410.21,0,1,0,0,2012-12-28,2022-07-13,2022,07,13
757,850,1,44,3,140393.65,2,0,1,186285.52,1,0,0,0,2016-12-06,2022-07-13,2022,07,13
758,719,1,39,5,0.0,2,1,0,145759.7,0,1,0,0,2010-01-12,2022-07-13,2022,07,13
759,454,1,34,4,0.0,2,1,0,198817.72,0,0,0,0,2015-05-19,2022-07-14,2022,07,14
